# offset_in_band	d	left5	hash160_decimal	dist_l5_P160
1834	730750818665451459101842416358141509827966273322	12655	1265596189856661873358727666999555724205777387663	605
1835	730750818665451459101842416358141509827966273323	13040	1304041443793481195350814566128484055068647908003	220
1836	730750818665451459101842416358141509827966273324	11161	1116152649912015581447346284842432406184788939400	2099
1837	730750818665451459101842416358141509827966273325	32290	322906445650151412256646156314281400996390242466	19030
1838	730750818665451459101842416358141509827966273326	11442	1144205166456918000588290911752308848544830905879	1818
1839	730750818665451459101842416358141509827966273327	65787	65787464375845006656494703897377543174714198582	52527
1840	730750818665451459101842416358141509827966273328	42157	42157283837640445501121356173618664034947295872	28897
1841	730750818665451459101842416358141509827966273329	14085	1408561182400769037815699238887524591433515045667	825
1842	730750818665451459101842416358141509827966273330	11049	1104971125807557375887414229658881973770863370889	2211
1843	730750818665451459101842416358141509827966273331	39125	391255957855455870191941276876702905170321055229	25865
1844	730750818665451459101842416358141509827966273332	14077	140775272123610364967990824294498074111341515070	817
1845	730750818665451459101842416358141509827966273333	11629	116294356541417841717191644154645523833605	1631
1846	730750818665451459101842416358141509827966273334	95165	951652201784290562972841805875579103983431281777	81905
1847	730750818665451459101842416358141509827966273335	43202	432025558821894261448207025506021084619519744702	29942
1848	730750818665451459101842416358141509827966273336	46147	461478246847662716273084581653124789261780186903	32887
1849	730750818665451459101842416358141509827966273337	50047	500470654427220359817795271461448989993405257898	36787
1850	730750818665451459101842416358141509827966273338	13813	1381332320734908995148060502519476769611646658508	553
1851	730750818665451459101842416358141509827966273339	10155	1015514765241499951214444617272989642207517091	3105
1852	730750818665451459101842416358141509827966273340	73078	7307815104243165048693809149518617766731162879	59818
1853	730750818665451459101842416358141509827966273341	14570	1457076479881119164018386881294906475746691926971	1310
1854	730750818665451459101842416358141509827966273342	14594	1459414068925302371574099464595569260883106338699	1334
1855	730750818665451459101842416358141509827966273343	18475	184751109939042592015611421686490455835644895353	5215
1856	730750818665451459101842416358141509827966273344	19135	191356048272638835461325294894778540480156078459	5875
1857	730750818665451459101842416358141509827966273345	10172	1017224261045539024788115665177592126263860157312	3088
1858	730750818665451459101842416358141509827966273346	88702	887023185764316562834212920672591533825294459300	75442
1859	730750818665451459101842416358141509827966273347	86875	868758909471415183861275597247783135345576591739	73615
1860	730750818665451459101842416358141509827966273348	55281	55281400801463536452103472770062823547701916470	42021
1861	730750818665451459101842416358141509827966273349	16519	165192294642307455607617532697442501006805321986	3259
1862	730750818665451459101842416358141509827966273350	92347	923476723720444920937267404038664202892820248561	79087
1863	730750818665451459101842416358141509827966273351	51336	513369779683733718902073794823569119156283919648	38076
1864	730750818665451459101842416358141509827966273352	45715	457158268923045387372012919268625607838931126037	32455
1865	730750818665451459101842416358141509827966273353	10675	1067552100062707519020277071790866189883837001678	2585
1866	730750818665451459101842416358141509827966273354	12349	1234978395813374282325265443072178224732688558317	911
1867	730750818665451459101842416358141509827966273355	88390	883901935529499375932922199576051865585842290138	75130
1868	730750818665451459101842416358141509827966273356	12367	1236740428367119522655821887420902429883778903096	893
1869	730750818665451459101842416358141509827966273357	11559	1155949883098209108913247405787902857383243942615	1701
1870	730750818665451459101842416358141509827966273358	42048	420486833419641307228112264996776240337041198302	28788
1871	730750818665451459101842416358141509827966273359	81966	819660744707179375445137603319503972885860261401	68706
1872	730750818665451459101842416358141509827966273360	67241	672410938491653590721227452015880449397548670728	53981
1873	730750818665451459101842416358141509827966273361	47945	47945546337887624707843725016785792567067872760	34685
1874	730750818665451459101842416358141509827966273362	74857	748579496571323111148458766978158045737237984260	61597
1875	730750818665451459101842416358141509827966273363	72351	723510043828114125868616402540421670718408308347	59091
1876	730750818665451459101842416358141509827966273364	12308	1230803702825961147607040454783118833757112412158	952
1877	730750818665451459101842416358141509827966273365	59131	591316657316572066266164316172787096056267854410	45871
1878	730750818665451459101842416358141509827966273366	10654	1065494649689647651002228075688173949265960110916	2606
1879	730750818665451459101842416358141509827966273367	66406	664068504408071659543109028570649777255816461384	53146
1880	730750818665451459101842416358141509827966273368	32573	325730081885094536360007789940956151511735657477	19313
1881	730750818665451459101842416358141509827966273369	75362	75362972900098122767238091614981260800668899998	62102
1882	730750818665451459101842416358141509827966273370	77443	774435364441886126642855416064121989260298627155	64183
1883	730750818665451459101842416358141509827966273371	30530	305306360344524072538372790029732272516172648740	17270
1884	730750818665451459101842416358141509827966273372	11995	1199572461796444831585559361086014679842049933239	1265
1885	730750818665451459101842416358141509827966273373	20833	208336746627199471469183268334704006818074020689	7573
1886	730750818665451459101842416358141509827966273374	11200	1120051835332163310655074500347854081230860272533	2060
1887	730750818665451459101842416358141509827966273375	12302	123026109137952008693881050003316891207194283824	958
1888	730750818665451459101842416358141509827966273376	10765	1076524741071142600276122714563107743706955141514	2495
1889	730750818665451459101842416358141509827966273377	87677	876775174722543157203913977177731249175975135368	74417
1890	730750818665451459101842416358141509827966273378	13259	1325953744319739618355804233514159386849809234761	1
1891	730750818665451459101842416358141509827966273379	12599	1259923517789672944352529353482120118537078510209	661
1892	730750818665451459101842416358141509827966273380	75887	758872349820542213447282142189317020521287575696	62627
1893	730750818665451459101842416358141509827966273381	31321	313211170704478402902587488302295278508347455492	18061
1894	730750818665451459101842416358141509827966273382	34963	349632587154181812025851547416280392107890935279	21703
1895	730750818665451459101842416358141509827966273383	65922	659223344621925676091039489711228798445406041015	52662
1896	730750818665451459101842416358141509827966273384	96284	962843513481867216559133134957206427627596114937	83024
1897	730750818665451459101842416358141509827966273385	97484	974849777067986764895159912962152521708539342129	84224
1898	730750818665451459101842416358141509827966273386	45347	453478777391746819175529523020919408046396484780	32087
1899	730750818665451459101842416358141509827966273387	44581	4458179291255397237629934350557864596246840797	31321
1900	730750818665451459101842416358141509827966273388	13821	138211076438412196908746618082809357030573040713	561
1901	730750818665451459101842416358141509827966273389	12633	1263319640775338137076921547517738161168984150888	627
1902	730750818665451459101842416358141509827966273390	42975	429759197976264370824418795438985306989227147603	29715
1903	730750818665451459101842416358141509827966273391	96906	969068838425044748859469615747780161896719341358	83646
