n,Phi_trunc_156,x,y
1066,0.437088677742371354199711108863142029779671601214597989869241258447189977519288277631802741441133290696429129508055019894752130883511576717163439685176199756,50611411177765204981082314314923538076608889426614356089049351148657730215552,51320891993385509596873327267886411328402809324582226230655433938995057234638
1067,0.934483916840369459496542377134087812158074594438582561827827590530842900198423669483290490168444159124981834913126534700215342626397232078902435655636322024,108205845089616827075978705778160003359679779764443317727867367750371234979261,37004654048204939869570179208304015214299466789755059470816991068308830445063
1068,0.651655094053907787927525760442972099744115593839018532743823480435686682203208764894418693384449497410475354653073951789085573085592264845759421573058448757,75456504802641769026759899589175538271782694192987724856753914565217574873642,75175513601508222312135596087454585166810770813579024559820715561814600124001
1069,0.936619915428517381801574276649958218644546283550751090044711139936339283356126955142931763567937192892962035168158633746232397911671711742147878439808133879,108453176828746432699057428679285508262110569934715048708181032050089554174997,62598370607634573184894893623519034838802176836721973791262258015538104480421
1070,0.635021067877213408570672462491819792269512439617963220883161008387102851368173753390750195266645627750072345328457462283783674291170274927449525895060749087,73530416159214119919642181113694483594361299534740679976624779550693670541046,13122960046400774534161623755791928676489471657014533053067767583930447539807
1071,0.804109569628813166885986019646177147920731501277732683031760576562911799809159517818318417861887255082791116511984321746836942100207206717403451814854883411,93109527043039454952428931633496601151163708480268774547995981715224463654786,63215027190010091919086000477361047542644631475111295771825091561850092592492
1072,0.177714438489743146648851038087834209386926283396464509645494955602071112453576969813619119794724771418846579373799470218107398198063016194925014531839815369,20577926120363878438125881001407601760228282444136359149273215277130477869930,36490111814318088926044890492640341348814719158273468167282839251307865167625
1073,0.434558482189759815929502376343330107354207269572575673291637319548076029892585570900224283444121576352327276177930531447242582755754554360090204314898221252,50318434548549349177047988712545192741194548564134724026382040213613737472212,76317700157643470059229324399757317635917937350494039839376638938327238425217
1074,0.463784861684294857251484979976441919014886071178411240153134973340717561621363563593875535335924772337718303174493840402873285936317407532686371822971199119,53702618091064218883070201660320805996063470717082300342082334240998138071356,10446758900552970893249781905490211888871055740020361891927292097978304939528
1075,0.895218949664624057339884249898371712959974552494564184971627259373866831811253225059720939897511558992481699624936600204221388225457049248734363423731044625,103659272506502624204534860015181461633793184403774755691749618081859688403940,40685300737508019964861365655150412123658912744295190516399432855347660849047
1076,0.182753059372638655878746134398956706619802999299300146483799585833489136281812437096836123547780901507183515565885722607171181526603353601425364404102329167,21161358559269120158684731897608149725955339509752769990415244609658837761091,96738314469041960562883884505295107994783776511786699381586832252557788857842
1077,0.539043856538107889364524950297376400491627235825836595502316896287671615937754729062869055433964669524011692210124520444714758447320362886219508159220151476,62417014339087657816972200567752625908240854248718482126145328071147403761407,112741592632340455162300812355453836198939388889809889165820806429879325442676
1078,0.367746879230101083708410585161633134863418492812527763498421586477230515308921646910956544522392030329929679712602665895011063939248881900224824211487952670,42582179456556406421539755045999301581753840674405138066052916161670608360420,21656117769930576717305234700922214957477901363101079070068453511086502861343
1079,0.019837340006862621102497130048259963361128457878966632270991650638721926831051397049551409385160779718942345484099806547133808557072119041832718223271284491,2297007044305619291226058579223068036221850362448541582106669727684964584233,65870861859873148428044411059967650489233251007609914436254677084349693542436
1080,0.437758475463865729460178469333758038763045324514053204688087102876186271314171661904987415972128670038876574645145470590024342123418110313796297965627513480,50688968455303432741210170831498384124136964432909832505154309889956809516695,8567513898535084902887417904127896521161142818259942247721838666927253042718
1081,0.014669489249231297407701181336316564048348177584433899186165337354546433944277437468647233516640120720325391981405166093727173016323863246926211911375489469,1698610808212840948452552661280172874859986941671401111115616181890744482652,96365639403144223713187051699508563957495436600509088802877931007953070744771
